Код строки	Оператор	Вид отхода	Маршрут	Подрядчик	Контейнерная площадка	Район обслуживания	Адрес КП	Блок, квартира	Время вывоза	Всего контейнеров	Количество по факту вывоза	Вид контейнера	Вид вывоза бункера	Категория операции	Комментарий	Информация водителю	Приостановлен	Расторгнут	Обратить внимание	По дням недели	пн	вт	ср	чт	пт	сб	вс	1-я нед.	2-я нед.	3-я нед.	4-я нед.	5-я нед.	1 вс	2 пн	3 вт	4 ср	5 чт	6 пт	7 сб	8 вс	9 пн	10 вт	11 ср	12 чт	13 пт	14 сб	15 вс	16 пн	17 вт	18 ср	19 чт	20 пт	21 сб	22 вс	23 пн	24 вт	25 ср	26 чт	27 пт	28 сб	29 вс	30 пн	31 вт	Ответственный	Дата строки
4 412	Чистый двор	ТБО	Ф1.1_лот3	Фарбе	К-1399	канавинский район	Нижний Новгород г., Комсомольское ш.3в			1	Нет	1,1				АЗС 34 Лукойл	Нет	Нет	Нет	Да				1			1	Нет	Нет	Нет	Нет	Нет	1				1			1				1			1				1			1				1			1			Миронов Д.М.	29.11.2019 7:30:15
3 185	Чистый двор	ТБО	Л2		К-1249	канавинский район	Нижний Новгород г., Комсомольское ш.3К19		16:41:16	1	Нет	1,1				ООО "Флористатрейд"	Нет	Нет	Нет	Да	1		1		1			Нет	Нет	Нет	Нет	Нет		1		1		1			1		1		1			1		1		1			1	1	1		1			1		Еналиева Марина Александровна	24.12.2019 10:16:04
5 127	Чистый двор	ТБО	Л2		Л-1504	ленинский район	Нижний Новгород г., Комсомольское ш.3к24А		16:41:16	1	Нет	0,66				ООО "БАРОНТИ" 418-58-21	Да	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:15
1 118	Чистый двор	ТБО	Бункер 8м3		Л-137	ленинский район	Нижний Новгород г., Комсомольское ш.4				Нет	8 м3				Азбука Фуд Трейд,склад8,2776893,2777650	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:15
6 786	Чистый двор	ТБО	Л2		Л-137	ленинский район	Нижний Новгород г., Комсомольское ш.4		11:25:16	2	Нет	1,1				Азбука ФУД Трейд	Нет	Нет	Нет	Да		2		2				Нет	Нет	Нет	Нет	Нет			2		2					2		2					2		2					2		2					2	Миронов Д.М.	29.11.2019 7:30:16
5 389	Чистый двор	ТБО	Л2		Л-137	ленинский район	Нижний Новгород г., Комсомольское ш.4		16:41:16	1	Нет	1,1				ООО "Сладкая жизнь плюс" 89519150266	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1	1		1				1		Еналиева Марина Александровна	24.12.2019 9:22:11
1 117	Чистый двор	ТБО	Бункер 8м3		Л-137	ленинский район	Нижний Новгород г., Комсомольское ш.4				Нет	15 м3					Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:15
1 730	Чистый двор	ТБО	Л2		Л-1229	ленинский район	Нижний Новгород г., Комсомольское ш.4А		11:05:16	2	Нет	1,1				Транснефть	Нет	Нет	Нет	Да			2		2			Нет	Нет	Нет	Нет	Нет				2		2					2		2					5		2					2		2					Еналиева Марина Александровна	18.12.2019 13:38:48
5 126	Чистый двор	ТБО	Л2		Л-1502	ленинский район	Нижний Новгород г., Комсомольское ш.4Ак1		11:05:16	1	Нет	0,66				ООО предприятие "Заречное" 245 34 47	Да	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:15
3 864	Чистый двор	ТБО	К2		К-912	канавинский район	Нижний Новгород г., Комсомольское ш.5 (1)		16:30:00	1	Нет	1,1				ИП Турусов, 8 951 901 10 89	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:15
6 909	Чистый двор	ТБО	К2		К-865	канавинский район	Нижний Новгород г., Комсомольское ш.5 (2)		16:30:00	2	Нет	1,1				ООО Базис	Нет	Нет	Нет	Да	2		2		2			Нет	Нет	Нет	Нет	Нет		2		2		2			2		2		2			2		2		2			2		2		2			2		Миронов Д.М.	29.11.2019 7:30:17
6 871	Чистый двор	ТБО	М4_скания		К-898	канавинский район	Нижний Новгород г., Комсомольское ш.5 (3)			1	Нет	1,1				Пр№2: КП-1	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:19
6 833	Чистый двор	ТБО	Бункер 8м3		К-898	канавинский район	Нижний Новгород г., Комсомольское ш.5 (3)				Нет	8 м3			по заявке		Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:16
6 872	Чистый двор	ТБО	М4_скания		К-897	канавинский район	Нижний Новгород г., Комсомольское ш.5 (4)			1	Нет	1,1				Пр№2: КП-3А	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:19
3 526	Чистый двор	ТБО	Л6_Скания		К-1435	канавинский район	Нижний Новгород г., Комсомольское ш.5В			1	Нет	0,66				ЗАО "Альпетри" 8-952-776-27-66 Сергей Анатольевич	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет	1								1			1				1			1				1			1				1		Еналиева Марина Александровна	03.12.2019 15:08:12
9 629	Чистый двор	ТБО	М4_скания		Л-631	ленинский район	Нижний Новгород г., Комсомольское ш.5Г			1	Нет	1,1				ООО "АРТ-Реклама" 8-920-019-28-25 Наталья	Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 7:30:20
3 801	Чистый двор	ТБО	Л2		Л-1575	канавинский район	Нижний Новгород г., Комсомольское ш.6		10:57:16	1	Нет	1,1				Полипласт-НН, 8 951 910 98 83	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:15
4 149	Чистый двор	ТБО	Ф0,75_1_лот3	Фарбе	Л-138	ленинский район	Нижний Новгород г., Комсомольское ш.63		7:31:00	2	Нет	0,75					Нет	Нет	Нет	Да	2				2			Нет	Нет	Нет	Нет	Нет		2				2			2				2			2				2			2				2			2		Миронов Д.М.	29.11.2019 7:30:15
1 324	Чистый двор	ТБО	М4_скания		К-1289	канавинский район	Нижний Новгород г., Комсомольское ш.7			1	Нет	1,1				Центральная религиозная организация, 297-95-98	Нет	Нет	Нет	Да	1		1		1			Нет	Нет	Нет	Нет	Нет		1		1		1			1		1		1			1		1		1	1		1		1		1			1		Еналиева Марина Александровна	21.12.2019 9:41:10
64 961	Чистый двор	ТБО	Л1		К-1722	канавинский район	Нижний Новгород г., Комсомольское ш.7А				Нет	1,1				АЗС,по заявке	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																1																Еналиева Марина Александровна	13.12.2019 18:17:16
1 562	Чистый двор	ТБО	Л1		Л-1311	ленинский район	Нижний Новгород г., Комсомольское ш.7В		13:23:12	2	Нет	1,1				Сервис-Универсал	Нет	Нет	Нет	Да		2		2		2		Нет	Нет	Нет	Нет	Нет			2	2	2		2			2		2		2			2		2		2			2		2		2			2	Еналиева Марина Александровна	04.12.2019 8:03:46
5 970	Чистый двор	ТБО	Л2		Л-139	ленинский район	Нижний Новгород г., Комсомольское ш.8			1	Нет	1,1				АО "Транснефть-Верхняя волга" 8-920-055-38-03 Артем	Нет	Нет	Нет	Да			1		1			Нет	Нет	Нет	Нет	Нет				1		1					1		1					1		1					1		1					Миронов Д.М.	29.11.2019 7:30:16
5 580	Чистый двор	ТБО	Ф0,75_1_лот3	Фарбе	К-1262	канавинский район	Нижний Новгород г., Кондукторская ст., д.				Нет	0,75			С1.04-30.11	снт СТАРАТЕЛЬ-1,89101007539	Нет	Нет	Нет	Да								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:16
5 484	Чистый двор	ТБО	К4_Скания		К-1262	канавинский район	Нижний Новгород г., Кондукторская ст., д.			1	Нет	1,1				РЖД Мельников Денис Серг-ч 8-908-165-11-11	Нет	Нет	Нет	Да		1						Нет	Нет	Нет	Нет	Нет			1							1							1							1							1	Миронов Д.М.	29.11.2019 7:30:16
17 548	Чистый двор	ТБО	Ф0,75_1_лот3	Фарбе	К-1262	канавинский район	Нижний Новгород г., Кондукторская ст., д.				Нет	1,1			по заявке	СНТ "Старатель" 8-910-794-17-95 Олег	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет		1																														Еналиева Марина Александровна	03.12.2019 14:00:10
3 523	Чистый двор	ТБО	К4_Скания		К-1549	канавинский район	Нижний Новгород г., Кондукторская ст.1			1	Нет	1,1				ФИЛИАЛ ЗАПАДНЫЙ	Нет	Нет	Нет	Да		1						Нет	Нет	Нет	Нет	Нет			1							1							1							1							1	Миронов Д.М.	29.11.2019 7:30:15
3 458	Чистый двор	ТБО	К4_Скания		К-1310	канавинский район	Нижний Новгород г., Кондукторская ст.12		13:42:00	3	Нет	1,1				главматсклад РЖД	Нет	Нет	Нет	Да		3		3				Нет	Нет	Нет	Нет	Нет			3		3					3		3					3		3	3				3		3					3	Еналиева Марина Александровна	20.12.2019 9:43:33
33 149	Чистый двор	ТБО	К4_Скания		К-1579	канавинский район	Нижний Новгород г., Кондукторская ст.1А				Нет	1,1			по заявке, 1 раз в 2 недели	РЖД Мельников Денис Серг-ч 8-908-165-11-11	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет				1															1													Еналиева Марина Александровна	18.12.2019 12:02:44
3 111	Чистый двор	ТБО	К4_Скания		К-1136	канавинский район	Нижний Новгород г., Кондукторская ст.20		13:40:00	1	Нет	0,66				РЖД Строй,89108892825	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1					1		1					1		1					1		1					1	Миронов Д.М.	29.11.2019 7:30:15
33 151	Чистый двор	ТБО	К4_Скания		К-1136	канавинский район	Нижний Новгород г., Кондукторская ст.20			2	Нет	1,1				РЖД Мельников Денис Серг-ч 8-908-165-11-11	Нет	Нет	Нет	Да		2						Нет	Нет	Нет	Нет	Нет			2							2							2							2							2	Миронов Д.М.	29.11.2019 7:30:22
5 458	Чистый двор	ТБО	К4_Скания		К-1578	канавинский район	Нижний Новгород г., Кондукторская ст.28			2	Нет	1,1				РЖД Ведяшкина Ольга Владимировна 8-906-349-53-93	Нет	Нет	Нет	Да		2						Нет	Нет	Нет	Нет	Нет			2							2							2							2							2	Миронов Д.М.	29.11.2019 7:30:16
6 275	Чистый двор	ТБО	К4_Скания		К-1384	канавинский район	Нижний Новгород г., Кондукторская ст.37				Нет	1,1				89302780586	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																			3													Еналиева Марина Александровна	18.12.2019 12:00:50
4 213	Чистый двор	ТБО	Ф0,75_1_лот3	Фарбе	К-1384	канавинский район	Нижний Новгород г., Кондукторская ст.37		8:35:00	1	Нет	0,75			по заявке 1х0,75	ОАО РЖД	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:15
4 456	Чистый двор	ТБО	К4_Скания		К-1411	канавинский район	Нижний Новгород г., Кондукторская ст.42		13:44:00	1	Нет	0,66			8-962-505-69-87 Руслан, 8-920-020-99-93 Юлия	РЖД	Нет	Нет	Нет	Да				1				Нет	Нет	Нет	Нет	Нет					1							1							1	1						1						Еналиева Марина Александровна	20.12.2019 9:43:33
5 486	Чистый двор	ТБО	К4_Скания		К-1439	канавинский район	Нижний Новгород г., Кондукторская ул.21			1	Нет	1,1				РЖД Пахомычева Ирина Михайловна 8-906-367-42-07	Нет	Нет	Нет	Да		1						Нет	Нет	Нет	Нет	Нет			1							1							1							1							1	Миронов Д.М.	29.11.2019 7:30:16
1 814	Чистый двор	ТБО	К4_Скания		К-1439	канавинский район	Нижний Новгород г., Кондукторская ул.21			1	Нет	1,1				ГТЭ-2,предварительно позвонить 89200384219	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1					1		1					1		1	1				1		1					1	Еналиева Марина Александровна	20.12.2019 9:43:33
3 522	Чистый двор	ТБО	К4_Скания		К-1439	канавинский район	Нижний Новгород г., Кондукторская ул.21			1	Нет	1,1				депо,филиал западный,2613675 доб131	Нет	Нет	Нет	Да		1						Нет	Нет	Нет	Нет	Нет			1							1							1							1							1	Миронов Д.М.	29.11.2019 7:30:15
2 155	Чистый двор	ТБО	К4_Скания		К-1410	канавинский район	Нижний Новгород г., Кондукторская ул.25		13:52:00	1	Нет	1,1			8-962-505-69-87 Руслан, 8-920-020-99-93 Юлия	РЖД	Нет	Нет	Нет	Да				1				Нет	Нет	Нет	Нет	Нет					1							1							1							1						Миронов Д.М.	29.11.2019 7:30:15
6 278	Чистый двор	ТБО	К4_Скания		К-1623	канавинский район	Нижний Новгород г., Кондукторская ул.26				Нет	1,1				89038469545	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																			2													Еналиева Марина Александровна	18.12.2019 12:00:50
3 904	Чистый двор	ТБО	К4_Скания		К-1368	канавинский район	Нижний Новгород г., Кондукторская ул.26А		13:50:00	3	Нет	1,1				РЖД	Да	Нет	Нет	Да				3				Нет	Нет	Нет	Нет	Нет					3							3							3							3						Миронов Д.М.	29.11.2019 7:30:15
4 165	Чистый двор	ТБО	Ф1.1_лот3	Фарбе	К-1379	канавинский район	Нижний Новгород г., Кондукторская ул.29		7:45:00	1	Нет	1,1				АО "ЖТК" (Столовая №6)	Нет	Нет	Нет	Да			1					Нет	Нет	Нет	Нет	Нет				1							1							1							1							Миронов Д.М.	29.11.2019 7:30:15
3 247	Чистый двор	ТБО	К4_Скания		К-1048	канавинский район	Нижний Новгород г., Кондукторская ул.30		13:46:00	7	Нет	0,66				Вагонное ремонтное депо Горький-Сортировочный АО "ВРК-1", 8 920  030 20 02	Нет	Нет	Нет	Да				7				Нет	Нет	Нет	Нет	Нет					7							7							7							7						Миронов Д.М.	29.11.2019 7:30:15
5 471	Чистый двор	ТБО	К4_Скания		К-1581	канавинский район	Нижний Новгород г., Кондукторская ул.34				Нет	1,1			по заявке, 2 раза в месяц	РЖД Мельников Денис Серг-ч 8-908-165-11-11	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет				2															2													Еналиева Марина Александровна	18.12.2019 12:03:01
5 483	Чистый двор	ТБО	К4_Скания		К-1580	канавинский район	Нижний Новгород г., Кондукторская ул.37			1	Нет	1,1			Дистанция инженерных сооружений - бытовое помещение производственной базы 8-962-505-69-87 Руслан, 8-920-020-99-93 Юлия	РЖД Ведяшкина Ольга Владимировна 8-906-349-53-93	Нет	Нет	Нет	Да				1				Нет	Нет	Нет	Нет	Нет					1							1							1							1						Миронов Д.М.	29.11.2019 7:30:16
21 303	РЭП-2	ТБО	НН.8		С-1641	советский район	Нижний Новгород г., Конный пр.10				Нет	8 м3				Теплоэнерго 8-963-233-86-97 выставить контейнер 20.04.2019	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:06:56
2 119	РЭП-2	ТБО	С5		С-1641	советский район	Нижний Новгород г., Конный пр.10		12:04:00	1	Нет	1,1				Газпром	Нет	Нет	Нет	Да	1		1					Нет	Нет	Нет	Нет	Нет		1		1					1		1					1		1					1		1					1		Миронов Д.М.	29.11.2019 9:06:52
21 304	РЭП-2	ТБО	НН.8		С-1773	советский район	Нижний Новгород г., Конный пр.3				Нет	8 м3	Заменить на пустой			Ростелеком вывоз по заявке, 8-920-023-09-53 Александр Иванович, выставить контейнер 17.02.2019	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет					1													1														Еналиева Марина Александровна	17.12.2019 16:21:53
2 362	РЭП-2	ТБО	С5		С-1672	советский район	Нижний Новгород г., Конный пр.3Б		12:05:00	1	Нет	0,24				Инвестр Ресурс 8-910-101-15-62	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1					1		1					1		1					1		1					1	Миронов Д.М.	29.11.2019 9:06:52
12 892	РЭП-2	КГМ	КГМ_С2		С-161	советский район	Нижний Новгород г., Конный пр.5		7:01:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
9 771	РЭП-2	ТБО	С5		С-161	советский район	Нижний Новгород г., Конный пр.5		11:56:00	1	Нет	1,1					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:54
9 762	РЭП-2	ТБО	С5		С-162	советский район	Нижний Новгород г., Конный пр.7А		12:04:00	1	Нет	1,1					Нет	Нет	Нет	Да				1				Нет	Нет	Нет	Нет	Нет					1							1							1							1						Миронов Д.М.	29.11.2019 9:06:54
9 761	РЭП-2	ТБО	С5		С-163	советский район	Нижний Новгород г., Конный пр.8		12:00:00	1	Нет	1,1					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:54
12 887	РЭП-2	КГМ	КГМ_С2		С-163	советский район	Нижний Новгород г., Конный пр.8		7:01:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
21 877	Чистый двор	Прочее	НеТКОверхЧ		СОР-118	сормовский район	Нижний Новгород г., Коновалова ул.4				Нет	20 м3			ОКА	89306834704 Артем	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:55:38
7 602	Чистый двор	ТБО	Л5		К-212	канавинский район	Нижний Новгород г., Конотопская ул.4		15:16:00	2	Нет	1,1					Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:21
2 959	Чистый двор	КГМ	КГМ_К4		К-212	канавинский район	Нижний Новгород г., Конотопская ул.4			1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
5 385	Чистый двор	ТБО	Бункер 8м3		К-1643		Нижний Новгород г., Конотопская ул.5				Нет	8 м3				Теплоэнерго 89632330199	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:16
12 938	РЭП-2	КГМ	КГМ_Н2		Н-947	нижегородский район	Нижний Новгород г., Короленко ул.12		14:20:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:36
3 694	РЭП-2	ТБО	ПЭТ_4 лот		Н-947	нижегородский район	Нижний Новгород г., Короленко ул.12		13:50:00	1	Нет	1,1рс					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 9:06:52
9 887	РЭП-2	ТБО	С2		Н-947	нижегородский район	Нижний Новгород г., Короленко ул.12		10:35:00	1	Нет	1,1				Строго с 07:00  Жалобы!!!	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:54
3 695	РЭП-2	ТБО	ПЭТ_4 лот		Н-948	нижегородский район	Нижний Новгород г., Короленко ул.15		13:52:00	1	Нет	1,1рс					Нет	Нет	Нет	Да	1			1				Нет	Нет	Нет	Нет	Нет		1			1				1			1				1			1				1			1				1		Миронов Д.М.	29.11.2019 9:06:52
8 428	РЭП-2	ТБО	С2		Н-948	нижегородский район	Нижний Новгород г., Короленко ул.15		10:40:00	1	Нет	1,1				ДК 21-00	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:06:52
12 151	РЭП-2	КГМ	КГМ_Н2		Н-948	нижегородский район	Нижний Новгород г., Короленко ул.15		13:52:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
12 152	РЭП-2	КГМ	КГМ_Н2		Н-949	нижегородский район	Нижний Новгород г., Короленко ул.19		13:56:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
8 429	РЭП-2	ТБО	С2		Н-949	нижегородский район	Нижний Новгород г., Короленко ул.19		10:45:00	5	Нет	1,1				ДК 21-00	Нет	Нет	Нет	Да	5	5	5	5	5	5	5	Нет	Нет	Нет	Нет	Нет	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	Миронов Д.М.	29.11.2019 9:06:52
201	РЭП-2	ТБО	С2		Н-1699	нижегородский район	Нижний Новгород г., Короленко ул.19Б		11:40:00	3	Нет	1,1					Нет	Нет	Нет	Да	3	3	3	3	3	3	3	Нет	Нет	Нет	Нет	Нет	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	Миронов Д.М.	29.11.2019 9:06:52
10 219	РЭП-2	КГМ	КГМ_Н2		Н-1699	нижегородский район	Нижний Новгород г., Короленко ул.19Б		13:56:00	1	Нет	кгм				ТСЖ "Короленко-19б"Телефон если в рабочее время 291-30-24. Ключи в 2 экз. переданы в РЭП 2	Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 9:56:35
8 430	РЭП-2	ТБО	С2		Н-950	нижегородский район	Нижний Новгород г., Короленко ул.29		7:40:00	2	Нет	1,1				если нет подьезда к КП звонить 8-903-059-0305	Нет	Нет	Нет	Да	2			2				Нет	Нет	Нет	Нет	Нет		2			2				2			2				2			2				2			2				2		Миронов Д.М.	29.11.2019 9:06:52
9 848	РЭП-2	ТБО	С2		Н-951	нижегородский район	Нижний Новгород г., Короленко ул.32		10:45:00		Нет	1,1					Да	Нет	Нет	Да								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:06:54
10 794	РЭП-2	КГМ	КГМ_Н3		Н-1017	нижегородский район	Нижний Новгород г., Короткий пер.9А			1	Нет	кгм				Д/С 289 8-906-362-96-43 Светлана Николаевна	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 9:56:35
8 431	РЭП-2	ТБО	Н3		Н-1017	нижегородский район	Нижний Новгород г., Короткий пер.9А		15:50:00	1	Нет	1,1				Вывоз с 06:30 детмкий сад № 289 419-29-34	Нет	Нет	Нет	Да		1		1				Нет	Нет	Нет	Нет	Нет			1		1					1		1					1		1					1		1					1	Миронов Д.М.	29.11.2019 9:06:52
18 861	Чистый двор	ТБО	НеТКОверхЧ		Л-1687	ленинский район	Нижний Новгород г., Космонавта Комарова ул.(стройплощадка)				Нет	8 м3				ЖК-СТРОЙ,89108710285	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 7:30:21
18 634	Чистый двор	Прочее	НеТКОверхЧ		Л-1687	ленинский район	Нижний Новгород г., Космонавта Комарова ул.(стройплощадка)			1	Нет	8 м3	Заменить на пустой		РЭП	ЖК-СТРОЙ, 910-871-02-85	Нет	Нет	Нет	Нет								Нет	Нет	Нет	Нет	Нет																																Миронов Д.М.	29.11.2019 8:55:37
7 172	Чистый двор	ТБО	Л1		Л-735	ленинский район	Нижний Новгород г., Космонавта Комарова ул.10А		9:40:41	1	Нет	1,1				Суд	Нет	Нет	Нет	Да		1			1			Нет	Нет	Нет	Нет	Нет			1			1				1			1				1			1				1			1				1	Миронов Д.М.	29.11.2019 7:30:19
4 150	Чистый двор	ТБО	Ф0,75_1_лот3	Фарбе	Л-751	ленинский район	Нижний Новгород г., Космонавта Комарова ул.12		7:32:00	1	Нет	0,75				ООО "СОЮЗ" магазин Ассорти, 252-43-59	Нет	Нет	Нет	Да	1		1			1		Нет	Нет	Нет	Нет	Нет		1		1			1		1		1			1		1		1			1		1		1			1		1		Миронов Д.М.	29.11.2019 7:30:15
837	Чистый двор	КГМ	КГМ_Л1		Л-736	ленинский район	Нижний Новгород г., Космонавта Комарова ул.12А		8:22:00	1	Нет	кгм					Нет	Нет	Нет	Да	1	1	1	1	1	1	1	Нет	Нет	Нет	Нет	Нет	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	Миронов Д.М.	29.11.2019 8:49:40
7 183	Чистый двор	ТБО	Л1		Л-736	ленинский район	Нижний Новгород г., Космонавта Комарова ул.12А		7:38:33	2	Нет	1,1					Нет	Нет	Нет	Да	2	2	2	2	2	2	2	Нет	Нет	Нет	Нет	Нет	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	Миронов Д.М.	29.11.2019 7:30:19
2 427	Чистый двор	ТБО	ПЭТ_3 лот		Л-738	ленинский район	Нижний Новгород г., Космонавта Комарова ул.13А		10:58:00	1	Нет	1,1рс				СТРОГО после 7:00	Нет	Нет	Нет	Да							1	Нет	Нет	Нет	Нет	Нет	1							1							1							1							1			Миронов Д.М.	29.11.2019 7:30:15
